"RECORD_ID","TEAM_ID","TRANSACTION_DATE","AMOUNT","DESCRIPTION"
1000000172,1000000002,2024-08-07 00:00:00.000,-294000,忠诚奖金
1000000177,1000000004,2024-06-02 00:00:00.000,4870000,商业赞助
1000000183,1000000004,2024-05-04 00:00:00.000,-190000,非足球成本
1000000186,1000000004,2024-05-07 00:00:00.000,-160000,忠诚奖金
1000000192,1000000004,2024-06-05 00:00:00.000,-875000,场地维护
1000000195,1000000004,2024-06-08 00:00:00.000,-58000,其他
1000000200,1000000004,2024-07-04 00:00:00.000,-137000,非足球成本
1000000203,1000000004,2024-07-01 00:00:00.000,-1363000,球员薪水
1000000204,1000000004,2024-08-02 00:00:00.000,-763000,职员薪水
1000000205,1000000004,2024-08-03 00:00:00.000,-563000,交税
1000000215,1000000005,2024-08-03 00:00:00.000,-760000,交税
1000000224,1000000005,2024-06-06 00:00:00.000,-345000,比赛日支出
1000000233,1000000005,2024-08-30 00:00:00.000,-150000,其他
1000000252,1000000005,2024-08-03 00:00:00.000,436000,门票收入
1000000271,1000000006,2024-05-01 00:00:00.000,-4320000,球员薪水
1000000279,1000000006,2024-08-02 00:00:00.000,-870000,职员薪水
1000000293,1000000006,2024-06-06 00:00:00.000,-260000,比赛日支出
1000000300,1000000006,2024-05-08 00:00:00.000,-43000,其他
1000000329,1000000007,2024-07-07 00:00:00.000,-270000,忠诚奖金
1000000337,1000000007,2024-06-01 00:00:00.000,180000,电视转播权
1000000344,1000000007,2024-05-03 00:00:00.000,470000,门票收入
1000000351,1000000007,2024-05-04 00:00:00.000,56000,其他
1000000375,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000376,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000392,1000000003,2024-09-05 00:00:00.000,-238941,转会支出
1000000396,1000000003,2024-09-05 00:00:00.000,-238941,转会支出
1000000397,1000000007,2024-09-05 00:00:00.000,238941,转会收入
1000000400,1000000003,2024-09-05 00:00:00.000,-238941,转会支出
1000000401,1000000001,2024-09-01 01:00:00.000,-3872000,球员薪水
1000000402,1000000007,2024-09-01 01:00:00.000,-5318000,球员薪水
1000000403,1000000003,2024-09-01 01:00:00.000,-18141000,球员薪水
1000000404,1000000002,2024-09-01 01:00:00.000,-3732000,球员薪水
1000000405,1000000006,2024-09-01 01:00:00.000,-3553000,球员薪水
1000000406,1000000004,2024-09-01 01:00:00.000,-4300000,球员薪水
1000000407,1000000005,2024-09-01 01:00:00.000,-4538000,球员薪水
1000000411,1000000003,2024-09-05 00:00:00.000,-2389401,转会支出
1000000417,1000000007,2024-09-05 00:00:00.000,-12200000,转会支出
1000000421,1000000003,2024-09-05 00:00:00.000,-2389401,转会支出
1000000422,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000424,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000426,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000427,1000000007,2024-09-05 00:00:00.000,-2389401,转会支出
1000000429,1000000007,2024-09-05 00:00:00.000,-42300000,转会支出
1000000430,1000000004,2024-09-05 00:00:00.000,42300000,转会收入
1000000434,1000000004,2024-09-05 00:00:00.000,42300000,转会收入
1000000441,1000000007,2024-09-05 21:38:06.000,-2389410,转会支出
1000000463,1000000007,2024-09-06 14:11:24.000,2520000,转会收入
1000000477,1000000003,2024-09-07 03:38:38.000,1000000,转会收入
1000000478,1000000007,2024-09-07 03:38:38.000,-1000000,转会支出
1000000479,1000000003,2024-09-07 03:39:21.000,1000000,转会收入
1000000481,1000000003,2024-09-07 03:42:33.000,1000000,转会收入
1000000487,1000000004,2024-09-07 04:31:17.000,10000000,转会收入
